,id,name,GN,OS,PE,SV,n,Tax,RepID
10736,UniRef100_A0A4Q3U2I1/4-307,[subseq from] Multifunctional fusion protein,,,,,1.0,Chitinophagaceae bacterium TaxID=1869212,A0A4Q3U2I1_9BACT
10737,UniRef100_A0A127B216/4-308,[subseq from] Multifunctional fusion protein,,,,,1.0,Rufibacter sp. DG15C TaxID=1379909,A0A127B216_9BACT
10738,UniRef100_A0A0S8DZB0/2-280,[subseq from] Multifunctional fusion protein,,,,,1.0,Omnitrophica WOR_2 bacterium SM23_29 TaxID=1703776,A0A0S8DZB0_9BACT
10739,UniRef100_A0A0S9NLA8/9-290,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Brevundimonas sp. Leaf280 TaxID=1736320,A0A0S9NLA8_9CAUL
10740,UniRef100_A0A2W5NDC0/2-285,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Micavibrio aeruginosavorus TaxID=349221,A0A2W5NDC0_9PROT
10741,UniRef100_UPI0008333740/4-307,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Rufibacter TaxID=1379908,UPI0008333740
10742,UniRef100_A0A1N7P8J9/4-304,[subseq from] Multifunctional fusion protein,,,,,1.0,Belliella pelovolcani TaxID=529505,A0A1N7P8J9_9BACT
10743,UniRef100_A0A424XXN2/1-278,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Desulfonatronovibrio sp. MSAO_Bac4 TaxID=2293858,A0A424XXN2_9DELT
10744,UniRef100_UPI00048DD978/2-285,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Paracoccus sp. J55 TaxID=935849,UPI00048DD978
10745,UniRef100_A0A2T6B6X0/2-283,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Gemmobacter caeni TaxID=589035,A0A2T6B6X0_9RHOB
10746,UniRef100_UPI0015EFC32E/2-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Paracoccus sp. S1E-3 TaxID=2756130,UPI0015EFC32E
10747,UniRef100_A0A6G5QF43/1-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter mucosalis CCUG 21559 TaxID=1032067,A0A6G5QF43_9PROT
10748,UniRef100_A0A150HWW8/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Acinetobacter venetianus TaxID=52133,A0A150HWW8_9GAMM
10749,UniRef100_A0A7C5LUX0/2-281,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Aliiroseovarius sp. TaxID=1872442,A0A7C5LUX0_9RHOB
10750,UniRef100_A0A4Q5S127/4-307,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Sphingobacteriaceae bacterium TaxID=2021370,A0A4Q5S127_9SPHI
10751,UniRef100_A0A3M1L2I6/4-289,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Cyanobacteria bacterium J083 TaxID=2420336,A0A3M1L2I6_9CYAN
10752,UniRef100_UPI0016644D98/4-310,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Pedobacter mendelii TaxID=1908240,UPI0016644D98
10753,UniRef100_R9GZK7/8-313,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,Arcticibacter TaxID=1288026,R9GZK7_9SPHI
10754,UniRef100_A0A397Q448/9-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Dichotomicrobium thermohalophilum TaxID=933063,A0A397Q448_9RHIZ
10755,UniRef100_A0A2W6Y5B7/5-293,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Chelatococcus sp. TaxID=1953771,A0A2W6Y5B7_9RHIZ
10756,UniRef100_UPI000B4C68D3/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Acinetobacter soli TaxID=487316,UPI000B4C68D3
10757,UniRef100_A0A5C8DJM8/9-312,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Chitinophagaceae bacterium TaxID=1869212,A0A5C8DJM8_9BACT
10758,UniRef100_UPI00092FDFF8/1-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter coli TaxID=195,UPI00092FDFF8
10759,UniRef100_A0A6G9VKG0/1-286,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,3.0,unclassified Sulfurospirillum TaxID=2618290,A0A6G9VKG0_9PROT
10760,UniRef100_A0A1B6YT24/2-286,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhodobacteraceae bacterium EhC02 TaxID=1849170,A0A1B6YT24_9RHOB
10761,UniRef100_UPI000944DE64/1-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter jejuni TaxID=197,UPI000944DE64
10762,UniRef100_M7NG77/4-305,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Cesiribacter andamanensis AMV16 TaxID=1279009,M7NG77_9BACT
10763,UniRef100_A0A6N5KF56/1-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter jejuni TaxID=197,A0A6N5KF56_CAMJU
10764,UniRef100_S7Y5C4/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,4.0,Acinetobacter TaxID=469,S7Y5C4_ACIJU
10765,UniRef100_UPI0016885CFF/1-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,unknown TaxID=N/A,UPI0016885CFF
10766,UniRef100_UPI000257E59A/1-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter coli TaxID=195,UPI000257E59A
10767,UniRef100_A0A3A3DDV5/2-284,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Paracoccus sp. JM45 TaxID=2283626,A0A3A3DDV5_9RHOB
10768,UniRef100_A0A1M5MH03/4-311,[subseq from] Multifunctional fusion protein,,,,,1.0,Pedobacter caeni TaxID=288992,A0A1M5MH03_9SPHI
10769,UniRef100_A0A0N7HW47/4-309,[subseq from] Multifunctional fusion protein,,,,,1.0,Rufibacter tibetensis TaxID=512763,A0A0N7HW47_9BACT
10770,UniRef100_A0A7C5JGH7/1-305,[subseq from] Bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase (Fragment),,,,,1.0,Saprospiraceae bacterium TaxID=2202734,A0A7C5JGH7_9BACT
10771,UniRef100_A0A482YNZ7/1-290,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Bathymodiolus brooksi thiotrophic gill symbiont TaxID=1052209,A0A482YNZ7_9BACT
10772,UniRef100_UPI000716F40A/1-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter coli TaxID=195,UPI000716F40A
10773,UniRef100_A0A1X7PFT3/9-294,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Mesorhizobium australicum TaxID=536018,A0A1X7PFT3_9RHIZ
10774,UniRef100_UPI000B9B2DE3/6-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,alpha proteobacterium U9-1i TaxID=1605283,UPI000B9B2DE3
10775,UniRef100_A0A2S3QNX4/1-290,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Halobacteriovorax sp. DA5 TaxID=2067553,A0A2S3QNX4_9PROT
10776,UniRef100_A0A537PQP5/5-291,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Alphaproteobacteria bacterium TaxID=1913988,A0A537PQP5_9PROT
10777,UniRef100_A0A4R2KS28/2-286,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhodovulum euryhalinum TaxID=35805,A0A4R2KS28_9RHOB
10778,UniRef100_I4YVH5/5-291,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Microvirga lotononidis TaxID=864069,I4YVH5_9RHIZ
10779,UniRef100_A0A318XBI4/5-291,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Bosea sp. CF476 TaxID=2135474,A0A318XBI4_9BRAD
10780,UniRef100_A0A1M7H2E7/7-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Labrenzia suaedae TaxID=735517,A0A1M7H2E7_9RHOB
10781,UniRef100_A0A6P1SWB4/2-289,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhodobacteraceae bacterium 9Alg 56 TaxID=2683284,A0A6P1SWB4_9RHOB
10782,UniRef100_UPI0012F70DFC/7-310,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Mucilaginibacter sp. HMF7410 TaxID=2682090,UPI0012F70DFC
10783,UniRef100_A0A1S2U869/1-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,5.0,Campylobacter TaxID=194,A0A1S2U869_CAMJU
10784,UniRef100_UPI0007167C3B/4-305,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Algoriphagus resistens TaxID=1750590,UPI0007167C3B
10785,UniRef100_A0A5C7QC08/9-311,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase (Fragment),,,,,1.0,Bacteroidia bacterium TaxID=2044936,A0A5C7QC08_9BACT
10786,UniRef100_A0A1F7LKY6/2-276,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,unclassified Candidatus Rokubacteria TaxID=2760815,A0A1F7LKY6_9BACT
10787,UniRef100_V7EIB2/7-296,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhodobacter sp. CACIA14H1 TaxID=1408890,V7EIB2_9RHOB
10788,UniRef100_A0A3X8PLP0/1-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter jejuni TaxID=197,A0A3X8PLP0_CAMJU
10789,UniRef100_A0A5Y8ZK75/1-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter jejuni TaxID=197,A0A5Y8ZK75_CAMJU
10790,UniRef100_A0A328ASX8/7-291,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Phenylobacterium sp. LX32 TaxID=2170551,A0A328ASX8_9CAUL
10791,UniRef100_UPI000F7FAE1F/1-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter jejuni TaxID=197,UPI000F7FAE1F
10792,UniRef100_A0A3G3GY52/4-305,[subseq from] Multifunctional fusion protein,,,,,1.0,Runella sp. SP2 TaxID=2268026,A0A3G3GY52_9BACT
10793,UniRef100_A0A3M4EG96/2-269,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Pseudomonas syringae pv. atrofaciens TaxID=192087,A0A3M4EG96_PSESX
10794,UniRef100_A0A371WRS9/5-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Methylovirgula sp. 4M-Z18 TaxID=2293567,A0A371WRS9_9RHIZ
10795,UniRef100_A0A382K327/9-306,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase (Fragment),,,,,1.0,marine metagenome TaxID=408172,A0A382K327_9ZZZZ
10796,UniRef100_UPI0014701976/1-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter mucosalis TaxID=202,UPI0014701976
10797,UniRef100_A0A4Q0ZNC0/1-294,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Arcobacter sp. CECT 8983 TaxID=2044508,A0A4Q0ZNC0_9PROT
10798,UniRef100_UPI0010289AA9/9-293,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Phyllobacterium myrsinacearum TaxID=28101,UPI0010289AA9
10799,UniRef100_A0A081C843/2-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Candidatus Vecturithrix granuli TaxID=1499967,A0A081C843_9BACT
10800,UniRef100_A0A520H292/1-303,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase (Fragment),,,,,1.0,Pedobacter sp. TaxID=1411316,A0A520H292_9SPHI
10801,UniRef100_A0A2E6DK10/2-293,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Myxococcales bacterium TaxID=2026763,A0A2E6DK10_9DELT
10802,UniRef100_A0A3M1YY77/2-304,[subseq from] Multifunctional fusion protein,,,,,1.0,Bacteroidetes bacterium TaxID=1898104,A0A3M1YY77_9BACT
10803,UniRef100_A0A2V7W152/4-278,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Acidobacteria bacterium TaxID=1978231,A0A2V7W152_9BACT
10804,UniRef100_A0A483A7P8/1-291,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,uncultured SUP05 cluster bacterium TaxID=655186,A0A483A7P8_9GAMM
10805,UniRef100_A0A512B3I9/4-309,[subseq from] Multifunctional fusion protein,,,,,1.0,Adhaeribacter aerolatus TaxID=670289,A0A512B3I9_9BACT
10806,UniRef100_A0A2E3GPI7/5-307,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Saprospirales bacterium TaxID=2026790,A0A2E3GPI7_9BACT
10807,UniRef100_A0A350LRT9/2-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Roseovarius sp. TaxID=1486281,A0A350LRT9_9RHOB
10808,UniRef100_A0A2D9M1G6/2-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Woeseiaceae bacterium TaxID=2026806,A0A2D9M1G6_9GAMM
10809,UniRef100_A0A1Z5YTJ6/33-316,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Acetobacter cibinongensis TaxID=146475,A0A1Z5YTJ6_9PROT
10810,UniRef100_UPI000348371E/1-306,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Ideonella sp. B508-1 TaxID=137716,UPI000348371E
10811,UniRef100_V4R823/7-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Asticcacaulis sp. AC460 TaxID=1282360,V4R823_9CAUL
10812,UniRef100_A0A385BZI4/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,Acinetobacter TaxID=469,A0A385BZI4_9GAMM
10813,UniRef100_A0A6P1QCR6/33-317,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Acetobacter pasteurianus TaxID=438,A0A6P1QCR6_ACEPA
10814,UniRef100_A0A0D6ACM7/3-266,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Geminocystis sp. NIES-3708 TaxID=1615909,A0A0D6ACM7_9CHRO
10815,UniRef100_UPI0002D13C7C/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Acinetobacter junii TaxID=40215,UPI0002D13C7C
10816,UniRef100_UPI00141EECE1/11-296,[subseq from] UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,,,,,1.0,Aestuariicella hydrocarbonica TaxID=1470433,UPI00141EECE1
10817,UniRef100_UPI00135778A5/24-310,[subseq from] UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,,,,,1.0,Geminicoccus sp. CPCC 101082 TaxID=2506407,UPI00135778A5
10818,UniRef100_A0A1D7QD87/4-311,[subseq from] Multifunctional fusion protein,,,,,1.0,Pedobacter steynii TaxID=430522,A0A1D7QD87_9SPHI
10819,UniRef100_A0A2N9W2M9/5-292,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Phyllobacterium zundukense TaxID=1867719,A0A2N9W2M9_9RHIZ
10820,UniRef100_UPI00146FCCC3/1-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter mucosalis TaxID=202,UPI00146FCCC3
10821,UniRef100_A0A0S8KG92/6-315,[subseq from] Multifunctional fusion protein,,,,,1.0,candidate division Zixibacteria bacterium SM23_81 TaxID=1703428,A0A0S8KG92_9BACT
10822,UniRef100_UPI0004294128/4-304,[subseq from] bifunctional UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase/3-hydroxyacyl-ACP dehydratase,,,,,1.0,Hugenholtzia roseola TaxID=1002,UPI0004294128
10823,UniRef100_UPI00042EC614/1-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter coli TaxID=195,UPI00042EC614
10824,UniRef100_A0A2D1U9N5/4-311,[subseq from] Multifunctional fusion protein,,,,,1.0,Pedobacter ginsengisoli TaxID=363852,A0A2D1U9N5_9SPHI
10825,UniRef100_A0A150XD03/4-305,[subseq from] Multifunctional fusion protein,,,,,1.0,Roseivirga echinicomitans TaxID=296218,A0A150XD03_9BACT
10826,UniRef100_A0A2S9TPP1/1-291,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Arcobacter cryaerophilus TaxID=28198,A0A2S9TPP1_9PROT
10827,UniRef100_A0A2S9SND4/1-291,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Arcobacter cryaerophilus TaxID=28198,A0A2S9SND4_9PROT
10828,UniRef100_N9E748/26-322,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,3.0,Moraxellaceae TaxID=468,N9E748_9GAMM
10829,UniRef100_A0A6F9MUA2/1-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,3.0,Campylobacter TaxID=194,A0A6F9MUA2_CAMJU
10830,UniRef100_A0A0N0K8U4/9-289,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Brevundimonas sp. AAP58 TaxID=1523422,A0A0N0K8U4_9CAUL
10831,UniRef100_A0A6P1P395/4-308,[subseq from] Multifunctional fusion protein,,,,,1.0,Nibribacter sp. BT10 TaxID=2698458,A0A6P1P395_9BACT
10832,UniRef100_A0A6H8RM21/1-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter jejuni TaxID=197,A0A6H8RM21_CAMJU
10833,UniRef100_A0A3S0DDD9/2-300,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Neisseriaceae bacterium TaxID=2014784,A0A3S0DDD9_9NEIS
10834,UniRef100_UPI00157FDF37/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Acinetobacter bereziniae TaxID=106648,UPI00157FDF37
10835,UniRef100_UPI00024882D6/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Acinetobacter sp. P8-3-8 TaxID=1029823,UPI00024882D6
10836,UniRef100_A0A1N6RDJ4/5-291,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Bosea sp. TND4EK4 TaxID=1907408,A0A1N6RDJ4_9BRAD
10837,UniRef100_A0A5T1BHL5/1-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter coli TaxID=195,A0A5T1BHL5_CAMCO
10838,UniRef100_A0A3C0UTY4/4-305,[subseq from] Multifunctional fusion protein,,,,,1.0,Runella sp. TaxID=1960881,A0A3C0UTY4_9BACT
10839,UniRef100_A0A5B9GIF8/33-317,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Acetobacter oryzoeni TaxID=2500548,A0A5B9GIF8_9PROT
10840,UniRef100_UPI00123D1747/2-284,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhodobacteraceae bacterium LNNU 3342 TaxID=2605434,UPI00123D1747
10841,UniRef100_A0A372FF86/4-302,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Emticicia sp. C21 TaxID=2302915,A0A372FF86_9BACT
10842,UniRef100_A0A1E4EWJ9/2-283,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Paracoccus sp. SCN 68-21 TaxID=1660154,A0A1E4EWJ9_9RHOB
10843,UniRef100_A0A519QJ71/10-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,2.0,Brevundimonas sp. TaxID=1871086,A0A519QJ71_9CAUL
10844,UniRef100_E4TNB5/4-307,[subseq from] Multifunctional fusion protein,,,,,1.0,Marivirga tractuosa (strain ATCC 23168 / DSM 4126 / NBRC 15989 / NCIMB 1408 / VKM B-1430 / H-43) TaxID=643867,E4TNB5_MARTH
10845,UniRef100_UPI00040A11B3/2-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Gemmobacter nectariphilus TaxID=220343,UPI00040A11B3
10846,UniRef100_UPI000614DBAB/1-306,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Aquincola tertiaricarbonis TaxID=391953,UPI000614DBAB
10847,UniRef100_N9PXA9/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Acinetobacter sp. NIPH 2168 TaxID=1217706,N9PXA9_9GAMM
10848,UniRef100_A0A6L2G3B3/1-288,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter jejuni TaxID=197,A0A6L2G3B3_CAMJU
10849,UniRef100_A0A2W2AGJ0/9-311,[subseq from] Multifunctional fusion protein,,,,,1.0,Taibaiella soli TaxID=1649169,A0A2W2AGJ0_9BACT
10850,UniRef100_A0A2T0W0L3/2-286,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Yoonia maritima TaxID=1435347,A0A2T0W0L3_9RHOB
10851,UniRef100_T0DG01/1-290,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Bacteriovorax sp. BAL6_X TaxID=1201290,T0DG01_9PROT
10852,UniRef100_Q30ST0/2-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Sulfurimonas denitrificans (strain ATCC 33889 / DSM 1251) TaxID=326298,LPXC_SULDN
10853,UniRef100_A0A225NXT5/2-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Marinibacterium profundimaris TaxID=1679460,A0A225NXT5_9RHOB
10854,UniRef100_A0A1Q8BNV6/1-285,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Cyanobacteria bacterium 13_1_20CM_4_61_6 TaxID=1805100,A0A1Q8BNV6_9CYAN
10855,UniRef100_A0A6W1EP50/1-288,[subseq from] UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,,,,,2.0,Campylobacter TaxID=194,A0A6W1EP50_CAMJU
10856,UniRef100_UPI00147754F6/7-285,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Desulfoglaeba alkanexedens TaxID=361111,UPI00147754F6
10857,UniRef100_A0A514WXT6/3-285,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Bdellovibrio sp. NC01 TaxID=2220073,A0A514WXT6_9PROT
10858,UniRef100_A0A0Q6XGV7/1-303,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Rhizobacter sp. Root1221 TaxID=1736433,A0A0Q6XGV7_9BURK
10859,UniRef100_UPI000CF188A1/2-284,[subseq from] UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase,,,,,1.0,Helicobacter cetorum TaxID=138563,UPI000CF188A1
10860,UniRef100_A0A1M4N636/2-286,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Donghicola eburneus TaxID=393278,A0A1M4N636_9RHOB
10861,UniRef100_A0A396M3J0/4-303,[subseq from] Multifunctional fusion protein,,,,,1.0,Alistipes sp. AF17-16 TaxID=2292190,A0A396M3J0_9BACT
10862,UniRef100_UPI0011EE6036/2-284,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Gemmobacter caeruleus TaxID=2595004,UPI0011EE6036
10863,UniRef100_A0A1G5N5N3/9-291,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Afifella marina DSM 2698 TaxID=1120955,A0A1G5N5N3_AFIMA
10864,UniRef100_A0A077XQD5/7-311,[subseq from] Multifunctional fusion protein,,,,,2.0,unclassified Sphingobacterium TaxID=2609468,A0A077XQD5_SPHSM
10865,UniRef100_N9NB22/1-297,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Acinetobacter sp. CIP 64.2 TaxID=1217694,N9NB22_9GAMM
10866,UniRef100_UPI00036F9756/3-275,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,filamentous cyanobacterium ESFC-1 TaxID=1128427,UPI00036F9756
10867,UniRef100_A0A2U2C2Y4/1-293,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Arcobacter skirrowii TaxID=28200,A0A2U2C2Y4_9PROT
10868,UniRef100_A0A3D1MDI5/5-307,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Bacteroidetes bacterium TaxID=1898104,A0A3D1MDI5_9BACT
10869,UniRef100_A0A1T1ZPE3/1-287,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Campylobacter coli TaxID=195,A0A1T1ZPE3_CAMCO
10870,UniRef100_A0A371YLS3/1-298,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Acinetobacter sp. WCHAc060041 TaxID=2136183,A0A371YLS3_9GAMM
10871,UniRef100_A0A4Q0Z201/1-294,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Arcobacter sp. F155 TaxID=2044512,A0A4Q0Z201_9PROT
10872,UniRef100_R7ZQ38/4-304,[subseq from] Multifunctional fusion protein,,,,,1.0,Lunatimonas lonarensis TaxID=1232681,R7ZQ38_9BACT
10873,UniRef100_UPI000A3D153C/32-321,[subseq from] UDP-3-O-acyl-N-acetylglucosamine deacetylase,,,,,1.0,Acetobacter okinawensis TaxID=1076594,UPI000A3D153C
10874,UniRef100_A0A2V6PI73/6-280,[subseq from] Multifunctional fusion protein,,,,,1.0,Verrucomicrobia bacterium TaxID=2026799,A0A2V6PI73_9BACT
